# step, loss_train, loss_test, metrics_test
2.600000000000000000e+04 3.161293864250183105e-01 2.237908483948558569e-04 1.640409231185913086e-02 3.163056969642639160e-01 2.237908483948558569e-04 1.640409231185913086e-02 5.531411617994308472e-02
2.700000000000000000e+04 2.613351047039031982e-01 1.981364948733244091e-05 3.478076541796326637e-05 2.616140246391296387e-01 1.981364948733244091e-05 3.478076541796326637e-05 5.245506390929222107e-02
2.800000000000000000e+04 2.558378577232360840e-01 2.005408714467193931e-05 2.123508602380752563e-05 2.560708820819854736e-01 2.005408714467193931e-05 2.123508602380752563e-05 5.183561146259307861e-02
2.900000000000000000e+04 2.593678236007690430e-01 4.849216111324494705e-06 3.928215301129966974e-05 2.593716681003570557e-01 4.849216111324494705e-06 3.928215301129966974e-05 5.304398015141487122e-02
3.000000000000000000e+04 3.296020328998565674e-01 2.958322875201702118e-03 1.250353455543518066e-01 3.300418555736541748e-01 2.958322875201702118e-03 1.250353455543518066e-01 5.202304944396018982e-02
3.100000000000000000e+04 2.593463957309722900e-01 4.599177191266790032e-05 9.176620282232761383e-03 2.593623995780944824e-01 4.599177191266790032e-05 9.176620282232761383e-03 5.126486718654632568e-02
3.200000000000000000e+04 4.478290081024169922e-01 1.518434510217048228e-05 2.178352326154708862e-03 4.480025470256805420e-01 1.518434510217048228e-05 2.178352326154708862e-03 5.434952676296234131e-02
3.300000000000000000e+04 2.617504596710205078e-01 3.579575568437576294e-04 2.446176949888467789e-08 2.616895437240600586e-01 3.579575568437576294e-04 2.446176949888467789e-08 5.056412890553474426e-02
3.400000000000000000e+04 2.707679271697998047e-01 6.347357993945479393e-04 2.531685458961874247e-05 2.707098424434661865e-01 6.347357993945479393e-04 2.531685458961874247e-05 5.174046009778976440e-02
3.500000000000000000e+04 2.361968457698822021e-01 1.558325675432570279e-05 2.671768015716224909e-05 2.361772209405899048e-01 1.558325675432570279e-05 2.671768015716224909e-05 4.989006742835044861e-02
3.600000000000000000e+04 2.334943264722824097e-01 2.055146978818811476e-05 4.842448979616165161e-03 2.334349602460861206e-01 2.055146978818811476e-05 4.842448979616165161e-03 4.956032708287239075e-02
3.700000000000000000e+04 2.688047587871551514e-01 8.919360698200762272e-05 2.058965386822819710e-03 2.688240110874176025e-01 8.919360698200762272e-05 2.058965386822819710e-03 4.941037297248840332e-02
3.800000000000000000e+04 2.263563722372055054e-01 2.800386755552608520e-05 2.183696778956800699e-05 2.262105494737625122e-01 2.800386755552608520e-05 2.183696778956800699e-05 4.940029978752136230e-02
3.900000000000000000e+04 1.211361169815063477e+00 5.669028498232364655e-03 1.137271076440811157e-01 1.212377786636352539e+00 5.669028498232364655e-03 1.137271076440811157e-01 5.542748421430587769e-02
4.000000000000000000e+04 2.922437489032745361e-01 4.571622121147811413e-04 3.900106530636548996e-04 2.918608784675598145e-01 4.571622121147811413e-04 3.900106530636548996e-04 4.890241473913192749e-02
4.100000000000000000e+04 2.006001472473144531e-01 6.551786646014079452e-05 5.950704216957092285e-03 2.003811299800872803e-01 6.551786646014079452e-05 5.950704216957092285e-03 4.567690566182136536e-02
4.200000000000000000e+04 3.346079885959625244e-01 5.396161577664315701e-04 2.056542783975601196e-03 3.322555422782897949e-01 5.396161577664315701e-04 2.056542783975601196e-03 4.757568985223770142e-02
4.300000000000000000e+04 1.674602180719375610e-01 1.641301496420055628e-04 9.837094694375991821e-07 1.676235049962997437e-01 1.641301496420055628e-04 9.837094694375991821e-07 4.226510599255561829e-02
4.400000000000000000e+04 1.485506594181060791e-01 6.135811418062075973e-05 6.127380765974521637e-05 1.487668752670288086e-01 6.135811418062075973e-05 6.127380765974521637e-05 3.988682851195335388e-02
4.500000000000000000e+04 1.227013826370239258e+00 1.949455938301980495e-03 2.349425293505191803e-02 1.226533055305480957e+00 1.949455938301980495e-03 2.349425293505191803e-02 4.806835204362869263e-02
4.600000000000000000e+04 1.338779777288436890e-01 8.238661393988877535e-05 2.787355333566665649e-03 1.339776664972305298e-01 8.238661393988877535e-05 2.787355333566665649e-03 3.700252249836921692e-02
4.700000000000000000e+04 1.787381470203399658e-01 6.964484928175806999e-04 8.200738811865448952e-04 1.790289580821990967e-01 6.964484928175806999e-04 8.200738811865448952e-04 3.718423843383789062e-02
4.800000000000000000e+04 1.879734247922897339e-01 5.595061156782321632e-05 2.200878370786085725e-04 1.877831518650054932e-01 5.595061156782321632e-05 2.200878370786085725e-04 3.747186809778213501e-02
4.900000000000000000e+04 3.950801193714141846e-01 2.054464770480990410e-03 1.269043330103158951e-02 3.951503038406372070e-01 2.054464770480990410e-03 1.269043330103158951e-02 4.070999473333358765e-02
5.000000000000000000e+04 1.276513338088989258e-01 8.331672142958268523e-05 2.754824236035346985e-03 1.277140676975250244e-01 8.331672142958268523e-05 2.754824236035346985e-03 3.685453534126281738e-02
5.100000000000000000e+04 1.251974552869796753e-01 4.205972814474989718e-08 1.396635198034346104e-04 1.252156645059585571e-01 4.205972814474989718e-08 1.396635198034346104e-04 3.637129440903663635e-02
5.200000000000000000e+04 1.243367046117782593e-01 6.080347884562797844e-05 2.256688312627375126e-04 1.243352144956588745e-01 6.080347884562797844e-05 2.256688312627375126e-04 3.601646050810813904e-02
5.300000000000000000e+04 1.256831437349319458e-01 3.329459786982624792e-06 2.323482418432831764e-03 1.256461441516876221e-01 3.329459786982624792e-06 2.323482418432831764e-03 3.621993958950042725e-02
5.400000000000000000e+04 1.449909210205078125e-01 1.083796269085723907e-05 5.980167537927627563e-03 1.447340101003646851e-01 1.083796269085723907e-05 5.980167537927627563e-03 3.682022914290428162e-02
5.500000000000000000e+04 1.238655745983123779e-01 2.445599784550722688e-05 3.460102016106247902e-05 1.238507106900215149e-01 2.445599784550722688e-05 3.460102016106247902e-05 3.580511733889579773e-02
5.600000000000000000e+04 1.622169464826583862e-01 5.477403828990645707e-05 1.675404142588376999e-03 1.620150357484817505e-01 5.477403828990645707e-05 1.675404142588376999e-03 3.649669140577316284e-02
5.700000000000000000e+04 1.190956309437751770e-01 6.195661626406945288e-06 1.084539690054953098e-06 1.190694198012351990e-01 6.195661626406945288e-06 1.084539690054953098e-06 3.528270125389099121e-02
5.800000000000000000e+04 1.199390292167663574e-01 1.350564389213104732e-06 5.844072438776493073e-05 1.199192479252815247e-01 1.350564389213104732e-06 5.844072438776493073e-05 3.561503812670707703e-02
5.900000000000000000e+04 1.677147448062896729e-01 2.164534234907478094e-04 7.935390807688236237e-03 1.671565771102905273e-01 2.164534234907478094e-04 7.935390807688236237e-03 3.638858720660209656e-02
6.000000000000000000e+04 1.175257265567779541e-01 1.517961300123715773e-05 2.002240216825157404e-05 1.175175160169601440e-01 1.517961300123715773e-05 2.002240216825157404e-05 3.513988479971885681e-02
