# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.133883714675903320e+00 0.000000000000000000e+00 2.502355712890625000e+03 2.135852813720703125e+00 0.000000000000000000e+00 2.502355712890625000e+03 1.000890851020812988e+00
1.000000000000000000e+03 1.278336620330810547e+01 5.316491052508354187e-02 8.677876740694046021e-02 1.279951858520507812e+01 5.316491052508354187e-02 8.677876740694046021e-02 3.464425206184387207e-01
2.000000000000000000e+03 6.486043930053710938e+00 1.109180133789777756e-02 2.098753675818443298e-02 6.483803272247314453e+00 1.109180133789777756e-02 2.098753675818443298e-02 2.515939176082611084e-01
3.000000000000000000e+03 4.945373058319091797e+00 6.747746840119361877e-03 1.128679327666759491e-02 4.943357467651367188e+00 6.747746840119361877e-03 1.128679327666759491e-02 2.208034098148345947e-01
4.000000000000000000e+03 3.989355802536010742e+00 4.306587390601634979e-03 7.270310074090957642e-03 4.003895282745361328e+00 4.306587390601634979e-03 7.270310074090957642e-03 1.989589929580688477e-01
5.000000000000000000e+03 3.242385387420654297e+00 2.732514869421720505e-03 4.584246315062046051e-03 3.257883310317993164e+00 2.732514869421720505e-03 4.584246315062046051e-03 1.794313937425613403e-01
6.000000000000000000e+03 3.005468368530273438e+00 2.376389456912875175e-03 3.784194588661193848e-03 3.027726173400878906e+00 2.376389456912875175e-03 3.784194588661193848e-03 1.724564135074615479e-01
7.000000000000000000e+03 2.843516826629638672e+00 2.160950331017374992e-03 3.385117510333657265e-03 2.866613864898681641e+00 2.160950331017374992e-03 3.385117510333657265e-03 1.681802868843078613e-01
8.000000000000000000e+03 2.674061059951782227e+00 2.099669538438320160e-03 1.406027935445308685e-02 2.692717313766479492e+00 2.099669538438320160e-03 1.406027935445308685e-02 1.682533323764801025e-01
9.000000000000000000e+03 2.378712415695190430e+00 1.779911224730312824e-03 1.885199453681707382e-03 2.396480798721313477e+00 1.779911224730312824e-03 1.885199453681707382e-03 1.563722044229507446e-01
1.000000000000000000e+04 1.964495062828063965e+00 1.322986790910363197e-03 1.425656955689191818e-03 1.976729869842529297e+00 1.322986790910363197e-03 1.425656955689191818e-03 1.426967978477478027e-01
1.100000000000000000e+04 1.445008635520935059e+00 5.822221282869577408e-04 9.803809225559234619e-04 1.449310064315795898e+00 5.822221282869577408e-04 9.803809225559234619e-04 1.229865774512290955e-01
1.200000000000000000e+04 1.154114484786987305e+00 4.141883691772818565e-04 6.699152290821075439e-04 1.157051324844360352e+00 4.141883691772818565e-04 6.699152290821075439e-04 1.105645671486854553e-01
1.300000000000000000e+04 9.167237281799316406e-01 3.363173163961619139e-04 1.287175458855926991e-03 9.196636676788330078e-01 3.363173163961619139e-04 1.287175458855926991e-03 1.003005355596542358e-01
1.400000000000000000e+04 3.336205005645751953e+00 1.589373685419559479e-02 1.282444447278976440e-01 3.329766511917114258e+00 1.589373685419559479e-02 1.282444447278976440e-01 1.021752133965492249e-01
1.500000000000000000e+04 5.679567456245422363e-01 1.185469009215012193e-04 1.865031663328409195e-04 5.693725943565368652e-01 1.185469009215012193e-04 1.865031663328409195e-04 7.688343524932861328e-02
1.600000000000000000e+04 5.250508189201354980e-01 1.090879595722071826e-04 1.730034127831459045e-04 5.261099338531494141e-01 1.090879595722071826e-04 1.730034127831459045e-04 7.436282932758331299e-02
1.700000000000000000e+04 4.828474521636962891e-01 8.171328227035701275e-05 1.418358297087252140e-04 4.833715260028839111e-01 8.171328227035701275e-05 1.418358297087252140e-04 7.073758542537689209e-02
1.800000000000000000e+04 4.713273346424102783e-01 6.657815538346767426e-04 5.096826236695051193e-03 4.717333912849426270e-01 6.657815538346767426e-04 5.096826236695051193e-03 7.151063531637191772e-02
1.900000000000000000e+04 4.807848930358886719e-01 2.524068113416433334e-04 5.654908716678619385e-03 4.810099005699157715e-01 2.524068113416433334e-04 5.654908716678619385e-03 7.421386241912841797e-02
2.000000000000000000e+04 4.212937653064727783e-01 4.436993549461476505e-05 1.084539690054953098e-04 4.216203689575195312e-01 4.436993549461476505e-05 1.084539690054953098e-04 6.654465943574905396e-02
2.100000000000000000e+04 4.038795232772827148e-01 9.716564090922474861e-05 5.647452780976891518e-07 4.041563868522644043e-01 9.716564090922474861e-05 5.647452780976891518e-07 6.487172096967697144e-02
2.200000000000000000e+04 3.871022164821624756e-01 5.477696322486735880e-05 6.664195097982883453e-05 3.875328898429870605e-01 5.477696322486735880e-05 6.664195097982883453e-05 6.354016065597534180e-02
2.300000000000000000e+04 3.706629574298858643e-01 6.045168629498220980e-05 8.312199497595429420e-05 3.711518645286560059e-01 6.045168629498220980e-05 8.312199497595429420e-05 6.308092921972274780e-02
2.400000000000000000e+04 3.431467115879058838e-01 4.238263136358000338e-05 6.313914491329342127e-05 3.435681760311126709e-01 4.238263136358000338e-05 6.313914491329342127e-05 5.991681665182113647e-02
2.500000000000000000e+04 3.103468120098114014e-01 3.051550447707995772e-05 6.332114571705460548e-05 3.107392191886901855e-01 3.051550447707995772e-05 6.332114571705460548e-05 5.737089738249778748e-02
