# x, y
0.000000000000000000e+00 1.000000119209289551e+00
0.000000000000000000e+00 1.000000119209289551e+00
0.000000000000000000e+00 1.000000119209289551e+00
1.000000000000000000e+01 1.796785369515419006e-02
5.000000000000000000e+00 2.188176810741424561e-01
2.500000000000000000e+00 7.527828216552734375e-01
7.500000000000000000e+00 6.271348148584365845e-02
1.250000000000000000e+00 1.290555477142333984e+00
6.250000000000000000e+00 1.171589344739913940e-01
3.750000000000000000e+00 4.080247879028320312e-01
8.750000000000000000e+00 3.356833755970001221e-02
6.250000000000000000e-01 1.473466873168945312e+00
5.625000000000000000e+00 1.601241081953048706e-01
3.125000000000000000e+00 5.557463169097900391e-01
8.125000000000000000e+00 4.588238894939422607e-02
1.875000000000000000e+00 1.005085468292236328e+00
6.875000000000000000e+00 8.571808785200119019e-02
4.375000000000000000e+00 2.989276051521301270e-01
9.375000000000000000e+00 2.455914020538330078e-02
3.125000000000000000e-01 1.388818740844726562e+00
5.312500000000000000e+00 1.871888935565948486e-01
2.812500000000000000e+00 6.474838256835937500e-01
7.812500000000000000e+00 5.364184826612472534e-02
1.562500000000000000e+00 1.147660851478576660e+00
6.562500000000000000e+00 1.002133488655090332e-01
4.062500000000000000e+00 3.492971658706665039e-01
9.062500000000000000e+00 2.871253713965415955e-02
9.375000000000000000e-01 1.413165807723999023e+00
5.937500000000000000e+00 1.369683444499969482e-01
3.437500000000000000e+00 4.763848185539245605e-01
8.437500000000000000e+00 3.924533352255821228e-02
2.187500000000000000e+00 8.722412586212158203e-01
7.187500000000000000e+00 7.331912964582443237e-02
4.687500000000000000e+00 2.557708919048309326e-01
9.687500000000000000e+00 2.100654877722263336e-02
1.562500000000000000e-01 1.246904611587524414e+00
5.156250000000000000e+00 2.023878842592239380e-01
2.656250000000000000e+00 6.983803510665893555e-01
7.656250000000000000e+00 5.800059065222740173e-02
1.406250000000000000e+00 1.220004677772521973e+00
6.406250000000000000e+00 1.083555221557617188e-01
3.906250000000000000e+00 3.775393664836883545e-01
8.906250000000000000e+00 3.104564547538757324e-02
7.812500000000000000e-01 1.455004692077636719e+00
5.781250000000000000e+00 1.480947732925415039e-01
3.281250000000000000e+00 5.146030187606811523e-01
8.281250000000000000e+00 4.243430122733116150e-02
2.031250000000000000e+00 9.371259808540344238e-01
7.031250000000000000e+00 7.927660644054412842e-02
4.531250000000000000e+00 2.765139043331146240e-01
9.531250000000000000e+00 2.271349355578422546e-02
4.687500000000000000e-01 1.456831097602844238e+00
5.468750000000000000e+00 1.731292456388473511e-01
2.968750000000000000e+00 5.999861955642700195e-01
