# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.452984619140625000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.678562164306640625e+01 3.457092285156250000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.678562164306640625e+01
1.000000000000000000e+03 3.420636057853698730e-03 8.974686352303251624e-05 7.412244258375721984e-07 3.949732126784510911e-05 3.350408980622887611e-03 8.974686352303251624e-05 7.412244258375721984e-07 3.949732126784510911e-05
2.000000000000000000e+03 1.091832993552088737e-03 1.449610590498195961e-05 6.313443989824918390e-09 2.095046147587709129e-05 1.063556992448866367e-03 1.449610590498195961e-05 6.313443989824918390e-09 2.095046147587709129e-05
3.000000000000000000e+03 5.203487235121428967e-04 3.884433226630790159e-06 7.012755709467910492e-09 9.866513209999538958e-06 5.069608450867235661e-04 3.884433226630790159e-06 7.012755709467910492e-09 9.866513209999538958e-06
4.000000000000000000e+03 3.099398163612931967e-04 1.479915454183355905e-06 3.062538667109038215e-08 5.618737759505165741e-06 3.014666435774415731e-04 1.479915454183355905e-06 3.062538667109038215e-08 5.618737759505165741e-06
5.000000000000000000e+03 1.078530913218855858e-03 2.273186083812106517e-07 9.463438743750884896e-08 7.903108780737966299e-06 1.074703875929117203e-03 2.273186083812106517e-07 9.463438743750884896e-08 7.903108780737966299e-06
6.000000000000000000e+03 1.690065255388617516e-04 6.386127893165394198e-07 2.544921606784100732e-08 2.249599901915644296e-06 1.633949723327532411e-04 6.386127893165394198e-07 2.544921606784100732e-08 2.249599901915644296e-06
7.000000000000000000e+03 1.326389901805669069e-04 4.363654682038031751e-07 2.117175879057242582e-10 2.381204012635862455e-06 1.295032270718365908e-04 4.363654682038031751e-07 2.117175879057242582e-10 2.381204012635862455e-06
8.000000000000000000e+03 1.058121852111071348e-04 3.163939084060984896e-07 8.562433428949134395e-09 1.889180794023559429e-06 1.034988672472536564e-04 3.163939084060984896e-07 8.562433428949134395e-09 1.889180794023559429e-06
9.000000000000000000e+03 1.324297918472439051e-04 1.605079944511089707e-07 1.212293820884724482e-08 6.300092081801267341e-06 1.308056816924363375e-04 1.605079944511089707e-07 1.212293820884724482e-08 6.300092081801267341e-06
1.000000000000000000e+04 4.796123248524963856e-04 6.190922476889682002e-07 1.369213862290052930e-07 1.607038575457409024e-05 4.778768925461918116e-04 6.190922476889682002e-07 1.369213862290052930e-07 1.607038575457409024e-05
1.100000000000000000e+04 6.676072371192276478e-05 1.087028991264560318e-07 1.002145282313904318e-07 1.403207079420099035e-06 6.563371425727382302e-05 1.087028991264560318e-07 1.002145282313904318e-07 1.403207079420099035e-06
1.200000000000000000e+04 4.058646154589951038e-04 4.575744227963696176e-08 3.413206854929740075e-07 1.059939677361398935e-05 4.046353278681635857e-04 4.575744227963696176e-08 3.413206854929740075e-07 1.059939677361398935e-05
1.300000000000000000e+04 9.298490476794540882e-05 1.042696808895016147e-07 2.259431930440314318e-08 6.349083747636541375e-08 9.153411519946530461e-05 1.042696808895016147e-07 2.259431930440314318e-08 6.349083747636541375e-08
1.400000000000000000e+04 1.921359071275219321e-04 6.259342200110040721e-08 8.624328984296880662e-08 9.910715562000405043e-06 1.913548039738088846e-04 6.259342200110040721e-08 8.624328984296880662e-08 9.910715562000405043e-06
1.500000000000000000e+04 3.598767580115236342e-05 4.906315353991885786e-08 2.771573370807800529e-08 3.213443164895579685e-07 3.542600825312547386e-05 4.906315353991885786e-08 2.771573370807800529e-08 3.213443164895579685e-07
1.600000000000000000e+04 4.049127164762467146e-05 2.908676322022074601e-07 9.254060984176248894e-08 6.339131687127519399e-06 3.993602877017110586e-05 2.908676322022074601e-07 9.254060984176248894e-08 6.339131687127519399e-06
1.700000000000000000e+04 2.390498702879995108e-04 1.529137421130144503e-07 9.701998351374641061e-07 2.993621455971151590e-05 2.382248640060424805e-04 1.529137421130144503e-07 9.701998351374641061e-07 2.993621455971151590e-05
1.800000000000000000e+04 3.105791402049362659e-04 1.482472498537390493e-06 4.150841050432063639e-06 5.693146522389724851e-05 3.094481071457266808e-04 1.482472498537390493e-06 4.150841050432063639e-06 5.693146522389724851e-05
1.900000000000000000e+04 4.792646359419450164e-05 2.117857604844175512e-07 1.193999850102045457e-07 3.939648649975424632e-06 4.779329174198210239e-05 2.117857604844175512e-07 1.193999850102045457e-07 3.939648649975424632e-06
2.000000000000000000e+04 2.232991391792893410e-05 1.086969625418987562e-08 1.957026096732761289e-09 2.092422624055956248e-10 2.223087358288466930e-05 1.086969625418987562e-08 1.957026096732761289e-09 2.092422624055956248e-10
