# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.657284006476402283e-02 1.000000000000000000e+00 4.000000000000000000e+00 9.000000000000000000e+00 3.084746934473514557e-02 3.659541904926300049e-02 1.000000000000000000e+00 4.000000000000000000e+00 9.000000000000000000e+00 3.084746934473514557e-02 1.000000000000000000e+00
1.000000000000000000e+03 8.498936076648533344e-04 7.804590040905168280e-08 3.720293761944049038e-06 2.333402335352730006e-06 1.242529918954460300e-07 8.486650185659527779e-04 7.804590040905168280e-08 3.720293761944049038e-06 2.333402335352730006e-06 1.242529918954460300e-07 3.970823341326938372e-01
2.000000000000000000e+03 8.912987541407346725e-04 1.096650213003158569e-02 1.127812894992530346e-03 5.615317495539784431e-04 1.225430787599179894e-05 8.901337278075516224e-04 1.096650213003158569e-02 1.127812894992530346e-03 5.615317495539784431e-04 1.225430787599179894e-05 1.896482813749000851e-01
3.000000000000000000e+03 2.415284252492710948e-04 2.871753895306028426e-05 4.411463578435359523e-06 3.266000589974282775e-07 4.979727350473694969e-07 2.413590409560129046e-04 2.871753895306028426e-05 4.411463578435359523e-06 3.266000589974282775e-07 4.979727350473694969e-07 1.904476418864907983e-01
4.000000000000000000e+03 7.335546251852065325e-05 3.747150003619026393e-07 2.349851274630054832e-05 7.862413622206076980e-05 7.916611139080487192e-06 7.326368358917534351e-05 3.747150003619026393e-07 2.349851274630054832e-05 7.862413622206076980e-05 7.916611139080487192e-06 1.576738609112709744e-01
5.000000000000000000e+03 6.578472948604030535e-06 5.392598723119590431e-08 1.792941475287079811e-07 7.914877642178907990e-10 2.819355238159459986e-08 6.556026619364274666e-06 5.392598723119590431e-08 1.792941475287079811e-07 7.914877642178907990e-10 2.819355238159459986e-08 1.524780175859312414e-01
6.000000000000000000e+03 1.830511973821558058e-05 2.335588078494765796e-06 6.965870852582156658e-06 1.457011080674419645e-07 2.931294602603884414e-06 1.828908898460213095e-05 2.335588078494765796e-06 6.965870852582156658e-06 1.457011080674419645e-07 2.931294602603884414e-06 1.594724220623501276e-01
7.000000000000000000e+03 2.282740297232521698e-06 6.785413120269367937e-09 1.846842678787652403e-10 5.913989298278465867e-08 1.287429896024150366e-08 2.279217369505204260e-06 6.785413120269367937e-09 1.846842678787652403e-10 5.913989298278465867e-08 1.287429896024150366e-08 1.600719424460431695e-01
8.000000000000000000e+03 2.560885832281201147e-06 2.423112164251506329e-06 1.887021880975225940e-07 6.322252943391504232e-07 5.690579740758039407e-08 2.553837475716136396e-06 2.423112164251506329e-06 1.887021880975225940e-07 6.322252943391504232e-07 5.690579740758039407e-08 1.630695443645084064e-01
9.000000000000000000e+03 1.119557282436289825e-06 3.285436278588349523e-08 8.959034403233090416e-09 2.785327524179592729e-08 3.978663620785027888e-09 1.117541955863998737e-06 3.285436278588349523e-08 8.959034403233090416e-09 2.785327524179592729e-08 3.978663620785027888e-09 1.630695443645084064e-01
1.000000000000000000e+04 7.364443445112556219e-05 5.192160824663005769e-05 3.682680471683852375e-06 1.194349752040579915e-04 6.591835699509829283e-07 7.351383101195096970e-05 5.192160824663005769e-05 3.682680471683852375e-06 1.194349752040579915e-04 6.591835699509829283e-07 1.664668265387689861e-01
1.100000000000000000e+04 3.397408818273106590e-06 1.188598275803087745e-06 5.403677505455561914e-08 7.925539193820441142e-07 4.720513402389769908e-08 3.396695547053241171e-06 1.188598275803087745e-06 5.403677505455561914e-08 7.925539193820441142e-07 4.720513402389769908e-08 1.668665067945643565e-01
1.200000000000000000e+04 2.606872003525495529e-03 3.789592994962731609e-08 1.408997923135757446e-05 1.033994522003922611e-06 2.068438504920777632e-07 2.608104376122355461e-03 3.789592994962731609e-08 1.408997923135757446e-05 1.033994522003922611e-06 2.068438504920777632e-07 0.000000000000000000e+00
1.300000000000000000e+04 4.401070327730849385e-05 2.949766439996892586e-07 9.136538210441358387e-06 8.911652003007475287e-06 2.000664167667309812e-08 4.395899304654449224e-05 2.949766439996892586e-07 9.136538210441358387e-06 8.911652003007475287e-06 2.000664167667309812e-08 1.378896882494004827e-01
1.400000000000000000e+04 2.956625394290313125e-05 5.520957984117558226e-07 4.552532573143253103e-09 4.610628820955753326e-07 4.373940321045211022e-09 2.949328882095869631e-05 5.520957984117558226e-07 4.552532573143253103e-09 4.610628820955753326e-07 4.373940321045211022e-09 1.498800959232614027e-01
1.500000000000000000e+04 6.763912097085267305e-05 5.331868578650755808e-06 8.671619434608146548e-05 1.352582557956338860e-06 3.932317138577445803e-09 6.762954581063240767e-05 5.331868578650755808e-06 8.671619434608146548e-05 1.352582557956338860e-06 3.932317138577445803e-09 1.516786570743405282e-01
1.600000000000000000e+04 2.853121486623422243e-06 1.315408439950260799e-06 2.035879020922948257e-07 9.024461178341880441e-10 1.704117558176676539e-08 2.839362878148676828e-06 1.315408439950260799e-06 2.035879020922948257e-07 9.024461178341880441e-10 1.704117558176676539e-08 1.572741806554756316e-01
1.700000000000000000e+04 3.133770951535552740e-05 1.287945451622363180e-05 1.968035394384060055e-05 1.775820419425144792e-05 3.328121067625033902e-07 3.131213452434167266e-05 1.287945451622363180e-05 1.968035394384060055e-05 1.775820419425144792e-05 3.328121067625033902e-07 1.416866506794564329e-01
1.800000000000000000e+04 9.523312655801419169e-06 2.984330194522044621e-06 1.747766020798735553e-08 6.349623618007171899e-06 2.374214886913250666e-07 9.494737241766415536e-06 2.984330194522044621e-06 1.747766020798735553e-08 6.349623618007171899e-06 2.374214886913250666e-07 1.564748201438848907e-01
1.900000000000000000e+04 3.051989551750011742e-05 9.229015631717629731e-06 2.118612485446647042e-08 1.507629576735780574e-08 1.617166311973505799e-08 3.048798680538311601e-05 9.229015631717629731e-06 2.118612485446647042e-08 1.507629576735780574e-08 1.617166311973505799e-08 1.620703437250199941e-01
2.000000000000000000e+04 1.476410602663236205e-06 1.998401444325281773e-11 2.328306436538696289e-10 1.537046045996248722e-10 2.629508277784964321e-10 1.472492385801160708e-06 1.998401444325281773e-11 2.328306436538696289e-10 1.537046045996248722e-10 2.629508277784964321e-10 1.622701838529176654e-01
2.100000000000000000e+04 1.387770462315529585e-04 5.680468166247010231e-05 1.581523683853447437e-04 1.874290173873305321e-04 1.053529885552961787e-08 1.387198281008750200e-04 5.680468166247010231e-05 1.581523683853447437e-04 1.874290173873305321e-04 1.053529885552961787e-08 1.644684252597921614e-01
2.200000000000000000e+04 1.451918365091842134e-06 2.762487838481320068e-07 4.386768068798119202e-07 2.506794771761633456e-07 6.938513763543596724e-09 1.449501269235042855e-06 2.762487838481320068e-07 4.386768068798119202e-07 2.506794771761633456e-07 6.938513763543596724e-09 1.672661870503596993e-01
2.300000000000000000e+04 9.768864401848986745e-06 2.354013872718496714e-09 6.148184183984994888e-10 4.393086783238686621e-09 7.241141464220390844e-09 9.716259228298440576e-06 2.354013872718496714e-09 6.148184183984994888e-10 4.393086783238686621e-09 7.241141464220390844e-09 1.790567545963229479e-01
2.400000000000000000e+04 3.554095428626169451e-06 6.862222790005034767e-07 3.615516561694676057e-07 2.102029270645289216e-07 5.889125187508170711e-09 3.525063220877200365e-06 6.862222790005034767e-07 3.615516561694676057e-07 2.102029270645289216e-07 5.889125187508170711e-09 1.778577138289368642e-01
2.500000000000000000e+04 2.720141783356666565e-04 2.263785427203401923e-04 2.698398020584136248e-04 1.912938023451715708e-04 1.809672085073543712e-06 2.718502655625343323e-04 2.263785427203401923e-04 2.698398020584136248e-04 1.912938023451715708e-04 1.809672085073543712e-06 1.756594724220623405e-01
2.600000000000000000e+04 5.920662715652724728e-06 1.188548139907652512e-07 6.856299137325549964e-07 2.069620904876501299e-06 1.732639476337283213e-09 5.915174824622226879e-06 1.188548139907652512e-07 6.856299137325549964e-07 2.069620904876501299e-06 1.732639476337283213e-09 1.720623501199040895e-01
2.700000000000000000e+04 7.937913323985412717e-06 7.167728313106636051e-07 2.946762833744287491e-08 1.987757514143595472e-09 5.761181753882738121e-09 7.931049367471132427e-06 7.167728313106636051e-07 2.946762833744287491e-08 1.987757514143595472e-09 5.761181753882738121e-09 1.724620303756994322e-01
2.800000000000000000e+04 9.278232755605131388e-05 1.124700429500080645e-05 3.677192125906003639e-06 2.447228507662657648e-05 2.583854256954509765e-05 9.267309360438957810e-05 1.124700429500080645e-05 3.677192125906003639e-06 2.447228507662657648e-05 2.583854256954509765e-05 1.896482813749000851e-01
2.900000000000000000e+04 4.227919853292405605e-04 5.515090606422745623e-10 1.575712303747422993e-06 1.469235030526760966e-06 2.276362209840954165e-07 4.227925383020192385e-04 5.515090606422745623e-10 1.575712303747422993e-06 1.469235030526760966e-06 2.276362209840954165e-07 1.742605915267785854e-01
3.000000000000000000e+04 5.582663561654044315e-06 1.208356934512266889e-07 5.967194738332182169e-09 2.296530965395504609e-09 2.339511695481633069e-09 5.577643605647608638e-06 1.208356934512266889e-07 5.967194738332182169e-09 2.296530965395504609e-09 2.339511695481633069e-09 1.744604316546762568e-01
